png-small,psd-small,png-large,jpeg-medium,svg-large,jpeg-large,png-medium,jpeg-small,psd-medium,psd-large,svg-medium,svg-small
0,0,0,0.35,0.22,0.39,0.24,0.27,0.26,0.2,0.22,0.3,0.33
