png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.67,0.77,0.79,0.79,0.77,0.73,0.71,0.71,0.69,0.69
