jpeg-large,psd-small,svg-small,jpeg-medium,png-large,png-medium,svg-medium,psd-large,psd-medium,svg-large,jpeg-small,png-small
0,0,0,0.64,0.62,0.58,0.66,0.71,0.7,0.7,0.72,0.7,0.69
