enwik8.tar,uiq2-16.bin,large.tar,ambivert.wav.tar,uiq2-8.bin,vmlinux-5.10.tar,misc.tar,uiq2-4.bin,deepfield.tar,uiq-32.bin,artificl.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.89,0.9,0.83,0.78,0.77,0.74,0.72,0.73,0.73,0.7,0.66
