jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.58,0.6,0.58,0.63,0.67,0.69,0.69,0.67,0.66,0.66
