uiq-32.bin,uiq2-8.bin,uiq2-16.bin,misc.tar,enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,large.tar,uiq2-4.bin,silesia.tar,deepfield.tar,ambivert.wav.tar,artificl.tar
0,0,0,0.84,0.86,0.84,0.83,0.82,0.82,0.83,0.83,0.84,0.83,0.83
