misc.tar,uiq2-8.bin,ambivert.wav.tar,artificl.tar,uiq2-16.bin,deepfield.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,large.tar,enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.8,0.83,0.73,0.66,0.6,0.54,0.5,0.59,0.52,0.5,0.46
