silesia.tar,fannie_mae_500k.tar,deepfield.tar,uiq2-4.bin,ambivert.wav.tar,uiq2-16.bin,large.tar,artificl.tar,uiq-32.bin,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,misc.tar
0,0,0,0.69,0.67,0.75,0.75,0.76,0.78,0.75,0.72,0.74,0.75,0.75
