psd-medium,psd-large,psd-small,svg-medium,png-medium,png-small,png-large,jpeg-medium,jpeg-large,svg-large,jpeg-small,svg-small
0,0,0,0.91,0.85,0.78,0.76,0.76,0.75,0.77,0.77,0.76,0.75
