svg-large,jpeg-small,psd-small,jpeg-medium,svg-small,png-medium,png-large,jpeg-large,psd-medium,png-small,svg-medium,psd-large
0,0,0,0.38,0.55,0.64,0.65,0.63,0.66,0.68,0.67,0.66,0.67
