large.tar,uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,misc.tar,enwik8.tar,vmlinux-5.10.tar,uiq-32.bin,artificl.tar,deepfield.tar,uiq2-4.bin,silesia.tar,uiq2-8.bin
0,0,0,0.93,0.86,0.8,0.71,0.67,0.65,0.59,0.55,0.51,0.39,0.5
