ambivert.wav.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar,fannie_mae_500k.tar,enwik8.tar,uiq-32.bin,misc.tar,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,artificl.tar
0,0,0,0.86,0.87,0.85,0.84,0.83,0.83,0.83,0.83,0.82,0.81,0.81
