png-medium,psd-medium,jpeg-large,jpeg-medium,png-small,psd-large,psd-small,svg-large,svg-medium,svg-small,jpeg-small,png-large
0,0,0,0.95,0.9,0.88,0.84,0.82,0.8,0.78,0.76,0.74,0.72
