ambivert.wav.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar,fannie_mae_500k.tar,enwik8.tar,uiq-32.bin,misc.tar,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,artificl.tar
0,0,0,0.91,0.93,0.91,0.89,0.9,0.9,0.89,0.87,0.88,0.89,0.87
