large.tar,vmlinux-5.10.tar,uiq2-8.bin,uiq2-4.bin,uiq-32.bin,fannie_mae_500k.tar,enwik8.tar,silesia.tar,uiq2-16.bin,deepfield.tar,misc.tar,artificl.tar,ambivert.wav.tar
0,0,0,0.84,0.84,0.82,0.8,0.81,0.81,0.79,0.8,0.8,0.79,0.8
