psd-large,png-small,svg-medium,jpeg-medium,svg-large,png-medium,png-large,jpeg-large,svg-small,psd-medium,psd-small,jpeg-small
0,0,0,0.4,0.53,0.56,0.58,0.6,0.64,0.66,0.68,0.68,0.67
