ambivert.wav.tar,large.tar,silesia.tar,artificl.tar,uiq2-16.bin,enwik8.tar,uiq-32.bin,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,deepfield.tar
0,0,0,0.8,0.85,0.73,0.65,0.71,0.75,0.77,0.77,0.76,0.77,0.76
