psd-large,png-medium,svg-large,png-large,svg-medium,svg-small,psd-small,jpeg-medium,jpeg-large,psd-medium,jpeg-small,png-small
0,0,0,0.8,0.66,0.61,0.63,0.61,0.61,0.65,0.67,0.68,0.69
