psd-medium,psd-small,jpeg-small,svg-medium,jpeg-medium,psd-large,svg-small,png-medium,svg-large,png-large,png-small,jpeg-large
0,0,0,0.77,0.75,0.69,0.68,0.44,0.57,0.44,0.52,0.46,0.48
