jpeg-large,psd-small,svg-medium,psd-large,svg-large,jpeg-medium,psd-medium,png-medium,svg-small,png-large,png-small,jpeg-small
0,0,0,0.71,0.69,0.72,0.71,0.71,0.73,0.71,0.7,0.69,0.69
