psd-medium,psd-large,psd-small,svg-medium,png-medium,png-small,png-large,jpeg-medium,jpeg-large,svg-large,jpeg-small,svg-small
0,0,0,0.91,0.83,0.75,0.71,0.71,0.7,0.73,0.74,0.74,0.74
