psd-large,svg-small,svg-medium,jpeg-medium,png-large,jpeg-small,jpeg-large,psd-small,svg-large,psd-medium,png-medium,png-small
0,0,0,0.79,0.41,0.61,0.54,0.52,0.57,0.38,0.44,0.27,0.47
