jpeg-medium,psd-medium,psd-large,svg-medium,png-medium,png-large,svg-small,jpeg-small,svg-large,jpeg-large,psd-small,png-small
0,0,0,0.9,0.86,0.76,0.51,0.46,0.61,0.53,0.43,0.47,0.52
