vmlinux-5.10.tar,silesia.tar,large.tar,deepfield.tar,uiq2-8.bin,artificl.tar,misc.tar,uiq2-16.bin,enwik8.tar,uiq2-4.bin,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar
0,0,0,0.98,0.93,0.9,0.88,0.81,0.7,0.72,0.57,0.69,0.56,0.57
