misc.tar,deepfield.tar,uiq2-8.bin,silesia.tar,enwik8.tar,uiq2-4.bin,large.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,uiq-32.bin
0,0,0,0.62,0.75,0.79,0.82,0.84,0.85,0.84,0.84,0.85,0.84,0.82
