fannie_mae_500k.tar,misc.tar,silesia.tar,large.tar,uiq2-4.bin,uiq-32.bin,enwik8.tar,ambivert.wav.tar,uiq2-8.bin,deepfield.tar,artificl.tar,vmlinux-5.10.tar,uiq2-16.bin
0,0,0,0.81,0.81,0.83,0.84,0.84,0.84,0.83,0.82,0.82,0.81,0.81
