uiq2-8.bin,large.tar,ambivert.wav.tar,deepfield.tar,artificl.tar,silesia.tar,uiq2-4.bin,enwik8.tar,misc.tar,uiq-32.bin,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.98,0.91,0.92,0.83,0.67,0.64,0.75,0.68,0.67,0.67,0.65
