psd-small,png-small,jpeg-small,png-large,svg-large,png-medium,jpeg-medium,svg-small,jpeg-large,psd-large,psd-medium,svg-medium
0,0,0,0.79,0.8,0.72,0.71,0.68,0.69,0.71,0.7,0.71,0.72
