psd-small,jpeg-medium,svg-large,psd-medium,png-small,psd-large,svg-small,png-large,jpeg-small,svg-medium,png-medium,jpeg-large
0,0,0,0.67,0.55,0.53,0.59,0.62,0.63,0.63,0.65,0.65,0.64
