misc.tar,ambivert.wav.tar,enwik8.tar,uiq-32.bin,large.tar,vmlinux-5.10.tar,silesia.tar,artificl.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar
0,0,0,0.64,0.67,0.73,0.77,0.74,0.76,0.72,0.68,0.67,0.66,0.68
