uiq-32.bin,deepfield.tar,silesia.tar,ambivert.wav.tar,uiq2-4.bin,misc.tar,large.tar,vmlinux-5.10.tar,uiq2-16.bin,uiq2-8.bin,fannie_mae_500k.tar,enwik8.tar,artificl.tar
0,0,0,0.84,0.83,0.83,0.83,0.82,0.81,0.81,0.81,0.82,0.82,0.83
