enwik8.tar,misc.tar,fannie_mae_500k.tar,uiq2-8.bin,deepfield.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,silesia.tar,artificl.tar,ambivert.wav.tar,uiq-32.bin,uiq2-16.bin
0,0,0,0.67,0.7,0.77,0.81,0.8,0.8,0.81,0.82,0.79,0.77,0.78
