psd-large,png-large,png-medium,jpeg-small,psd-medium,jpeg-large,svg-small,psd-small,png-small,jpeg-medium,svg-large,svg-medium
0,0,0,0.67,0.71,0.65,0.65,0.67,0.68,0.66,0.68,0.68,0.69
