jpeg-small,jpeg-medium,jpeg-large,psd-medium,svg-medium,svg-small,png-small,svg-large,psd-large,png-medium,psd-small,png-large
0,0,0,0.69,0.74,0.73,0.71,0.63,0.6,0.61,0.63,0.63,0.63
