psd-large,svg-medium,psd-medium,jpeg-medium,png-large,png-medium,psd-small,jpeg-large,svg-large,svg-small,png-small,jpeg-small
0,0,0,0.7,0.72,0.74,0.76,0.76,0.73,0.72,0.7,0.69,0.69
