psd-small,svg-large,psd-medium,svg-medium,jpeg-small,png-small,jpeg-medium,png-large,png-medium,psd-large,jpeg-large,svg-small
0,0,0,0.73,0.73,0.72,0.71,0.66,0.68,0.69,0.69,0.67,0.68
