png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.76,0.8,0.74,0.66,0.66,0.66,0.65,0.62,0.64,0.66
