enwik8.tar,misc.tar,artificl.tar,ambivert.wav.tar,large.tar,deepfield.tar,uiq2-16.bin,vmlinux-5.10.tar,uiq2-4.bin,uiq2-8.bin,uiq-32.bin,silesia.tar,fannie_mae_500k.tar
0,0,0,0.6,0.39,0.39,0.39,0.55,0.53,0.34,0.38,0.41,0.42,0.46
