jpeg-small,jpeg-medium,jpeg-large,psd-medium,svg-medium,svg-small,png-small,svg-large,psd-large,png-medium,psd-small,png-large
0,0,0,0.8,0.85,0.85,0.83,0.74,0.7,0.75,0.56,0.63,0.67
