png-medium,jpeg-medium,png-small,psd-small,svg-small,jpeg-large,png-large,svg-medium,svg-large,psd-medium,jpeg-small,psd-large
0,0,0,0.44,0.29,0.29,0.41,0.36,0.29,0.42,0.35,0.22,0.38
