enwik8.tar,large.tar,uiq2-4.bin,ambivert.wav.tar,artificl.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq2-8.bin,deepfield.tar,uiq-32.bin,misc.tar,uiq2-16.bin,silesia.tar
0,0,0,0.93,0.87,0.84,0.81,0.59,0.7,0.51,0.5,0.56,0.51,0.57
