large.tar,vmlinux-5.10.tar,deepfield.tar,fannie_mae_500k.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-16.bin,uiq-32.bin,uiq2-4.bin,uiq2-8.bin,silesia.tar,misc.tar
0,0,0,0.91,0.91,0.91,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.88
