png-small,jpeg-small,png-large,psd-large,svg-medium,svg-large,svg-small,jpeg-medium,psd-medium,png-medium,jpeg-large,psd-small
0,0,0,0.44,0.58,0.59,0.38,0.4,0.48,0.5,0.62,0.59,0.54
