psd-small,svg-large,psd-medium,svg-medium,jpeg-small,png-small,jpeg-medium,png-large,png-medium,psd-large,jpeg-large,svg-small
0,0,0,0.64,0.62,0.65,0.63,0.63,0.63,0.65,0.65,0.63,0.65
