jpeg-small,jpeg-medium,svg-medium,jpeg-large,svg-small,psd-large,psd-medium,png-small,svg-large,psd-small,png-large,png-medium
0,0,0,0.69,0.65,0.68,0.66,0.6,0.64,0.65,0.63,0.63,0.64
