png-medium,svg-medium,svg-small,psd-large,png-small,jpeg-large,jpeg-medium,psd-small,jpeg-small,svg-large,png-large,psd-medium
0,0,0,0.76,0.68,0.64,0.55,0.59,0.61,0.35,0.5,0.5,0.47
