svg-small,psd-large,png-small,psd-small,jpeg-medium,svg-large,png-medium,psd-medium,png-large,jpeg-small,svg-medium,jpeg-large
0,0,0,0.47,0.61,0.66,0.66,0.67,0.63,0.65,0.67,0.68,0.69
