psd-small,png-small,jpeg-small,png-large,svg-large,png-medium,jpeg-medium,svg-small,jpeg-large,psd-large,psd-medium,svg-medium
0,0,0,0.77,0.77,0.73,0.71,0.67,0.7,0.7,0.71,0.72,0.72
