jpeg-medium,png-medium,png-small,psd-large,psd-small,jpeg-large,svg-small,png-large,svg-medium,psd-medium,jpeg-small,svg-large
0,0,0,0.77,0.7,0.69,0.52,0.74,0.47,0.33,0.33,0.4,0.4
