psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.8,0.58,0.49,0.6,0.55,0.51,0.35,0.5,0.58,0.47
