jpeg-large,psd-small,svg-medium,psd-large,svg-large,jpeg-medium,psd-medium,png-medium,svg-small,png-large,png-small,jpeg-small
0,0,0,0.69,0.68,0.66,0.65,0.64,0.68,0.7,0.68,0.67,0.67
