uiq-32.bin,uiq2-16.bin,artificl.tar,misc.tar,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,silesia.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,enwik8.tar
0,0,0,0.87,0.62,0.42,0.71,0.5,0.48,0.53,0.48,0.51,0.48,0.51
