psd-large,jpeg-large,jpeg-medium,png-large,psd-medium,svg-small,svg-medium,psd-small,svg-large,jpeg-small,png-medium,png-small
0,0,0,0.84,0.88,0.89,0.87,0.83,0.78,0.75,0.73,0.71,0.72
