jpeg-small,png-medium,svg-large,jpeg-medium,svg-small,png-large,psd-medium,jpeg-large,svg-medium,psd-large,psd-small,png-small
0,0,0,0.76,0.68,0.66,0.65,0.66,0.68,0.69,0.7,0.71,0.67
