png-small,psd-small,png-large,jpeg-medium,svg-large,jpeg-large,png-medium,jpeg-small,psd-medium,psd-large,svg-medium,svg-small
0,0,0,0.76,0.81,0.86,0.8,0.76,0.76,0.75,0.75,0.74,0.74
