jpeg-medium,svg-small,psd-large,svg-medium,psd-small,jpeg-large,png-medium,png-small,psd-medium,png-large,jpeg-small,svg-large
0,0,0,0.49,0.47,0.56,0.55,0.58,0.63,0.65,0.66,0.68,0.68
