deepfield.tar,artificl.tar,misc.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar,vmlinux-5.10.tar,enwik8.tar,silesia.tar,uiq-32.bin,large.tar,uiq2-16.bin,uiq2-8.bin
0,0,0,0.78,0.85,0.85,0.85,0.83,0.82,0.82,0.82,0.81,0.81,0.81
