misc.tar,artificl.tar,uiq-32.bin,uiq2-8.bin,silesia.tar,uiq2-16.bin,fannie_mae_500k.tar,deepfield.tar,large.tar,uiq2-4.bin,ambivert.wav.tar,vmlinux-5.10.tar,enwik8.tar
0,0,0,0.76,0.75,0.82,0.83,0.83,0.82,0.82,0.83,0.84,0.84,0.84
