silesia.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-4.bin,uiq2-16.bin,vmlinux-5.10.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,deepfield.tar,fannie_mae_500k.tar,enwik8.tar
0,0,0,0.91,0.87,0.73,0.66,0.71,0.75,0.75,0.73,0.73,0.74,0.74
