misc.tar,fannie_mae_500k.tar,uiq-32.bin,silesia.tar,deepfield.tar,enwik8.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-4.bin,large.tar,artificl.tar,uiq2-16.bin,uiq2-8.bin
0,0,0,0.71,0.78,0.82,0.81,0.81,0.81,0.82,0.82,0.83,0.8,0.79
