enwik8.tar,fannie_mae_500k.tar,deepfield.tar,silesia.tar,uiq2-16.bin,ambivert.wav.tar,uiq2-8.bin,vmlinux-5.10.tar,uiq-32.bin,large.tar,misc.tar,uiq2-4.bin,artificl.tar
0,0,0,0.93,0.9,0.88,0.91,0.91,0.89,0.89,0.85,0.89,0.87,0.88
