svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.53,0.47,0.43,0.53,0.41,0.43,0.44,0.6,0.46,0.54
