psd-small,png-small,jpeg-small,png-large,svg-large,png-medium,jpeg-medium,svg-small,jpeg-large,psd-large,psd-medium,svg-medium
0,0,0,0.69,0.39,0.74,0.59,0.44,0.45,0.34,0.4,0.48,0.48
