enwik8.tar,uiq-32.bin,deepfield.tar,misc.tar,uiq2-16.bin,uiq2-4.bin,uiq2-8.bin,large.tar,fannie_mae_500k.tar,artificl.tar,vmlinux-5.10.tar,silesia.tar,ambivert.wav.tar
0,0,0,0.96,0.85,0.73,0.71,0.76,0.79,0.8,0.78,0.76,0.74,0.76
